PLAN,ISIN,VALOR,CUPON,FEC_VTO,VC_ACTUAL,NOM,TYPEB,SECTOR,RATING,VM,CUPON_CORRIDO,CALL,TIPO_PRODUCTO,TIR_MDO,DUR,TirContable,Frecuencia,PRECIO,EMISOR,PAIS,TIPO_CUPON,SENIORITY
u125,XS0914294979,"SNAM SPA 3,375 29/01/2021",3.38,1/29/2021,"1,002,318.96","1,000,000.00",B,CBB,BBB+,1002220,31075.82,N,40,47.84,0.077,0.43,1.00,100.22,SNAM SPA,IT,Fixed excl,SENIOR UNSECURED
u125,FR0011508332,"ACA 1,875% 07/06/2023",1.88,6/7/2023,"1,994,783.21","2,000,000.00",B,DDB,AAA,2116260,21267.12,N,40,-0.07,2.377,1.98,1.00,105.81,Credit Agricole SA,GB,Fixed excl,SENIOR SECURED
u125,XS0940284937,"FERROVIAL 3,375% 07/06/2021",3.38,6/7/2021,"1,999,519.24","2,000,000.00",B,CAZ,BBB,2027960,38280.82,N,40,4.56,0.43,3.40,1.00,101.40,FERROVIAL EMISIONES,ES,Fixed excl,SENIOR UNSECURED
u125,ES00000123X3,"SPGB 4,4% 31/10/2023",4.40,10/31/2023,"7,948,385.67","7,975,000.00",B,A99,BBB+,9102346,58643.56,N,40,-0.30,2.715,4.52,1.00,114.14,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u125,FR0011521319,CAISSE AMORT DET CADES 2.375 25/01/2024,2.38,1/25/2024,"2,990,910.58","3,000,000.00",B,BAA,AA,3270150,66383.2,N,40,0.15,2.937,2.48,1.00,109.01,Caisse dAmortissement Dette Sociale,FR,Fixed excl,SENIOR UNSECURED
u125,ES00000123U9,"SPGB 5,4% 31/01/2023",5.40,1/31/2023,"7,146,378.72","7,000,000.00",B,A99,BBB+,7874440,345983.61,N,40,1.68,1.944,4.32,1.00,112.49,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u125,XS0975256685,"REPSOL 3,625% 07/10/2021",3.63,10/7/2021,"3,049,939.92","3,000,000.00",B,CAE,BBB,3088530,25325.34,N,40,0.85,0.764,1.42,1.00,102.95,Repsol International Finance BV,NL,Fixed excl,SENIOR UNSECURED
u125,XS0981438582,"NTGYSM 3,5% 15/04/2021",3.50,4/15/2021,"999,745.29","1,000,000.00",B,CBB,BBB,1010330,24931.51,N,40,8.75,0.285,3.55,1.00,101.03,Naturgy Finance B.V,ES,Fixed excl,SENIOR UNSECURED
u125,XS0990109240,IBERDROLA INTL BV 3% 31/01/2022,3.00,1/31/2022,"2,201,908.19","2,200,000.00",B,CBA,BBB+,2276494,60409.84,N,40,2.31,1.054,2.91,1.00,103.48,Iberdrola International BV,NL,Fixed excl,SENIOR UNSECURED
u125,ES00000124W3,"SPGB 3,8% 30/04/2024",3.80,4/30/2024,"39,363,829.93","39,000,000.00",B,A99,BBB+,44679960,994767.12,N,40,0.18,3.133,3.49,1.00,114.56,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u125,IT0004992878,UBI BANCA 3.125% 05/02/2024,3.13,2/5/2024,"1,299,918.31","1,300,000.00",B,DDA,AA-,1443286,36629.1,N,40,0.45,2.931,3.13,1.00,111.02,Unione di Banche Italiane SCPA,IT,Fixed excl,SENIOR SECURED
u125,IT0004992787,ISPIM 3.25% 10/02/2026,3.25,2/10/2026,"1,499,727.17","1,500,000.00",B,DDA,AA-,1784520,43288.93,N,40,0.09,4.71,3.25,1.00,118.97,Intesa Sanpaolo SpA,IT,Fixed excl,SENIOR SECURED
u125,XS1030851791,"LUXOTTICA 2,625% 10/02/2024",2.63,2/10/2024,"2,111,721.45","2,000,000.00",B,CAC,A,2170680,46618.85,N,40,0.61,2.974,0.80,1.00,108.53,LUXOTTICA GROUP SPA,IT,Fixed excl,SENIOR UNSECURED
u125,IT0004889033,"BTPS 4,75% 01/09/2028",4.75,9/1/2028,"14,143,369.65","12,600,000.00",B,A99,BBB-,16838766,200051.1,N,40,0.49,6.651,2.97,2.00,133.64,Italian Republic,IT,Fixed excl,SENIOR UNSECURED
u125,XS1052843908,"ENAG2,50 04/22",2.50,4/11/2022,"2,998,701.07","3,000,000.00",B,CBB,BBB+,3102150,54246.58,N,40,1.23,1.25,2.53,1.00,103.41,ENAGAS,ES,Fixed excl,SENIOR UNSECURED
u125,XS1057055060,"IBERDROLA 2,5% 24/10/2022",2.50,10/24/2022,"2,098,977.11","2,100,000.00",B,CBA,BBB+,2203719,9780.82,N,40,0.03,1.787,2.53,1.00,104.94,Iberdrola International BV,NL,Fixed excl,SENIOR UNSECURED
u125,XS0999667263,"TKAAV 3,125 03/12/21",3.13,12/3/2021,"1,176,309.48","1,154,000.00",B,CAH,BBB+,1189785.54,2766.44,N,40,0.03,0.921,1.01,1.00,103.10,Telekom Finanzmanagement GmbH,AT,Fixed excl,SENIOR UNSECURED
u125,XS1090450047,"NETGAS 2,5 28/07/21",2.50,7/28/2021,"7,178,526.41","7,141,000.00",B,CBB,BBB,7222407.4,76301.1,N,40,2.36,0.57,1.56,1.00,101.14,NETGAS,CZ,Fixed excl,SENIOR UNSECURED
u125,XS1109741329,SKYLN 2.5 0926,2.50,9/15/2026,"1,747,986.00","1,700,000.00",B,CAH,A-,1943440,12458.9,N,40,0.11,5.385,1.97,1.00,114.32,SKY PLC,GB,Fixed excl,SENIOR UNSECURED
u125,XS1180451657,"ENISPA 1,5 02/02/26",1.50,2/2/2026,"3,687,264.57","3,700,000.00",B,CAE,A-,3974096,50495.9,N,40,0.30,4.887,1.57,1.00,107.41,ENI SpA,IT,Fixed excl,SENIOR UNSECURED
u125,XS0950055359,"TKAVV 3,5 04/07/23",3.50,7/4/2023,"3,722,556.08","3,500,000.00",B,CAH,BBB+,3815805,60410.96,N,40,0.56,2.41,0.92,1.00,109.02,Telekom Finanzmanagement GmbH,AT,Fixed excl,SENIOR UNSECURED
u125,XS1141969912,"SKYLN 1,875 24/11/23",1.88,11/24/2023,"5,365,894.37","5,300,000.00",B,CAH,A-,5610633,10073.63,N,40,-0.08,2.843,1.43,1.00,105.86,SKY PLC,GB,Fixed excl,SENIOR UNSECURED
u125,XS1190973559,"BP CAP1,109 02/2023",1.11,2/16/2023,"5,000,116.15","5,000,000.00",B,CAE,A,5144600,48329.37,N,40,0.20,2.094,1.11,1.00,102.89,BP CAPITAL MARKETS PLC,GB,Fixed excl,SENIOR UNSECURED
u125,IT0003934657,BTPS 4 01/02/37,4.00,2/1/2037,"4,452,722.70","3,800,000.00",B,A99,BBB-,5494724,62782.61,N,40,1.09,12.899,2.70,2.00,144.60,Italian Republic,IT,Fixed excl,SENIOR UNSECURED
u125,XS1188094673,"NGGLN 0,75 02/22",0.75,2/11/2022,"6,866,482.60","6,900,000.00",B,CBB,BBB+,6968379,45811.48,N,40,0.46,1.105,1.19,1.00,100.99,NATIONAL GRID NA INC,US,Fixed excl,SENIOR UNSECURED
u125,XS0982019126,RWE 3 17/01/24,3.00,1/17/2024,"5,302,044.30","5,101,000.00",B,CBA,BBB,5591410.14,145922.05,N,40,0.75,2.885,1.66,1.00,109.61,RWE AG,NL,Fixed excl,SENIOR UNSECURED
u125,XS1139315581,"TOTAL 1,375 19/03/25",1.38,3/19/2025,"1,497,549.40","1,500,000.00",B,CAE,AA-,1604130,16217.47,N,40,-0.02,4.087,1.41,1.00,106.94,Total Capital SA,FR,Fixed excl,SENIOR UNSECURED
u125,ES0205061007,"CNGEST 1,68 26/02/25",1.68,2/26/2025,"3,426,505.68","3,400,000.00",B,CBZ,BBB,3606346,48224.26,N,40,0.54,4.003,1.48,1.00,106.07,CANAL ISABEL GESTION,ES,Fixed excl,SENIOR UNSECURED
u125,XS0412842857,"RWE 6,5 10/08/21",6.50,8/10/2021,"1,034,742.46","1,000,000.00",B,CBA,BBB,1040200,25465.75,N,40,3.95,0.605,0.74,1.00,104.02,RWE AG,NL,Fixed excl,SENIOR UNSECURED
u125,XS0525602339,"RABOBK 4,125 14/07/25",4.13,7/14/2025,"1,015,515.09","900,000.00",B,CCA,AA-,1074834,17291.1,N,40,0.24,4.196,1.20,1.00,119.43,Rabobank Nederland NV,NL,Fixed excl,SENIOR UNSECURED
u125,ES00000127A2,"ESTADO 1,95 07/30",1.95,7/30/2030,"33,228,675.73","29,300,000.00",B,A99,BBB+,34759176,241062.74,N,40,0.08,8.854,0.51,1.00,118.63,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u125,XS1050917373,"VW 2,125 04/04/22",2.13,4/4/2022,"1,323,295.44","1,300,000.00",B,CAC,BBB+,1336049,20510.62,N,40,1.16,1.235,0.69,1.00,102.77,VOLKWAGEN LEASING GMBH,DE,Fixed excl,SENIOR UNSECURED
u125,XS1028421383,"ACAFP 3,125 05/02/26",3.13,2/5/2026,"429,434.30","400,000.00",B,CCA,AA-,466192,11270.49,N,40,0.40,4.71,1.61,1.00,116.55,Credit Agricole SA/London,GB,Fixed excl,SENIOR UNSECURED
u125,XS1115208107,"MS 1,875 30/03/23",1.88,3/30/2023,"3,621,325.98","3,580,000.00",B,CCA,A,3743606,50757.53,N,40,0.46,2.188,1.35,1.00,104.57,Morgan Stanley,US,Fixed excl,SENIOR UNSECURED
u125,XS1173845436,"GS 1,375 26/07/22",1.38,7/26/2022,"500,739.56","500,000.00",B,CCA,A-,512625,2976.03,N,40,0.14,1.551,1.28,1.00,102.53,Goldman Sachs Group Inc/The,US,Fixed excl,SENIOR UNSECURED
u125,XS1078218218,SANDSS 3 18/06/26,3.00,6/18/2026,"514,644.49","500,000.00",B,CAB,A-,577415,8054.79,N,40,0.43,5.087,2.42,1.00,115.48,SANDVIK SA,SE,Fixed excl,SENIOR UNSECURED
u125,XS1203859415,ENGSM 1 25/03/23,1.00,3/25/2023,"1,998,271.70","2,000,000.00",B,CBB,BBB+,2048640,15397.26,N,40,0.25,2.204,1.04,1.00,102.43,ENAGAS,ES,Fixed excl,SENIOR UNSECURED
u125,XS0454773713,"KPN 5,625 30/09/24",5.63,9/30/2024,"6,393,425.23","5,540,000.00",B,CAH,BBB,6573043.8,78546.58,N,40,0.93,3.475,1.38,1.00,118.65,KONINKLIJKE KPN NV,NL,Fixed excl,SENIOR UNSECURED
u125,XS0970852348,"ENI SPA 3,75 12/09/25",3.75,9/12/2025,"2,713,331.80","2,500,000.00",B,CAE,A-,2943975,28253.42,N,40,0.19,4.386,1.84,1.00,117.76,ENI SpA,IT,Fixed excl,SENIOR UNSECURED
u125,FR0011911247,"GDF 2,375 19/05/26",2.38,5/19/2026,"1,777,110.69","1,700,000.00",B,CBA,BBB+,1922564,24999.32,N,40,0.20,5.073,1.49,1.00,113.09,GDF_SUEZ,FR,Fixed excl,SENIOR UNSECURED
u125,XS1040506898,"BP 2,972 27/02/26",2.97,2/27/2026,"3,870,693.76","3,609,000.00",B,CAE,A,4153922.91,90262.08,N,40,0.49,4.786,1.50,1.00,115.10,BP CAPITAL MARKETS PLC,GB,Fixed excl,SENIOR UNSECURED
u125,XS1004874621,"AEMSPA 3,625 13/01/22",3.63,1/13/2022,"2,051,331.55","2,000,000.00",B,CBA,BBB,2077180,69924.86,N,40,3.26,0.999,1.12,1.00,103.86,A2A SpA,IT,Fixed excl,SENIOR UNSECURED
u125,DE000A1ZZ010,"BMW US CAP 0,625 20/22",0.63,4/20/2022,"8,489,684.24","8,500,000.00",B,CAC,A,8597665,37114.73,N,40,0.08,1.292,0.72,1.00,101.15,BMW US Capital LLC,DE,Fixed excl,SENIOR UNSECURED
u125,FR0011225143,"EDF 4,125 25/03/27",4.13,3/25/2027,"2,343,628.89","2,000,000.00",B,BAB,A-,2507740,63513.7,N,40,0.50,5.568,1.24,1.00,125.39,EDF SA,FR,Fixed excl,SENIOR UNSECURED
u125,XS1223842847,"REDEXIS 1,875 27/04/27",1.88,1/27/2027,"3,479,994.23","3,500,000.00",B,CBB,BBB-,3800615,44589.04,N,40,0.64,5.754,1.98,1.00,108.59,REDEXIS GAS,NL,Fixed excl,SENIOR UNSECURED
u125,XS1048519679,"TOTAL 2,5 25/03/26",2.50,3/25/2026,"2,198,726.25","2,100,000.00",B,CAE,AA-,2399817,40417.81,N,40,0.13,4.909,1.56,1.00,114.28,Total Capital SA,FR,Fixed excl,SENIOR UNSECURED
u125,XS1190974011,"BP CAP 1,573 16/02/2027",1.57,2/16/2027,"1,489,738.84","1,500,000.00",B,CAE,A,1629075,20565.04,N,40,0.38,5.836,1.69,1.00,108.61,BP CAPITAL MARKETS PLC,GB,Fixed excl,SENIOR UNSECURED
u125,XS0553728709,"DTEL 4,5 28/10/2030",4.50,10/28/2030,"1,195,168.13","1,000,000.00",B,CAH,BBB+,1402490,7890.41,N,40,0.40,8.443,2.26,1.00,140.25,Deutsche Telekom Int Finance BV,NL,Fixed excl,SENIOR UNSECURED
u125,XS1109802568,"VOD 1,875 11/09/2025",1.88,6/11/2025,"4,001,089.76","4,000,000.00",B,CAH,BBB,4337760,22808.22,N,40,0.10,4.291,1.87,1.00,108.44,Vodafone group PLC,GB,Fixed excl,SENIOR UNSECURED
u125,XS1017833242,"BASF 2,5 22/01/24",2.50,10/22/2023,"416,726.58","400,000.00",B,CAA,A,430208,9398.91,N,40,0.62,2.69,0.98,1.00,107.55,BASF SE,DE,Fixed excl,SENIOR UNSECURED
u125,XS1110430193,"GLENLN 1,625 18/01/22",1.63,10/18/2021,"3,145,260.05","3,155,000.00",B,CAA,BBB+,3195920.35,48747.34,N,40,1.94,0.783,2.02,1.00,101.30,GLENCORE FINANCE EUROPE LTD,JE,Fixed excl,SENIOR UNSECURED
u125,XS0827999318,"ORAFP 2,5 03/23",2.50,3/1/2023,"1,022,626.43","1,000,000.00",B,CAH,BBB+,1058820,20890.41,N,40,0.73,2.092,1.43,1.00,105.88,ORANGE,FR,Fixed excl,SENIOR UNSECURED
u125,XS1292468045,"SHELL 1,875 1,875 15/09/25",1.88,9/15/2025,"4,615,465.85","4,464,000.00",B,CAE,AA-,4900980.96,24536.71,N,40,-0.08,4.537,1.13,1.00,109.79,Shell International Finance BV,NL,Fixed excl,SENIOR UNSECURED
u125,XS1086835979,"CARREFOUR 1,75 15/07/2022",1.75,7/15/2022,"1,509,325.05","1,500,000.00",B,CAD,BBB,1536930,12154.11,N,40,0.67,1.517,1.34,1.00,102.46,Carrefour SA,FR,Fixed excl,SENIOR UNSECURED
u125,XS1309518998,"DEUTSCHE BAHN 1,25% 23/10/2025",1.25,10/23/2025,"4,975,727.38","5,000,000.00",B,CAG,AA,5353050,11815.07,N,40,-0.16,4.695,1.35,1.00,107.06,Deutsche Bahn Finance BV,DE,Fixed excl,SENIOR UNSECURED
u125,XS1197832915,"COCA COLA 0,75% 09032023",0.75,12/9/2022,"642,625.98","640,000.00",B,CAD,A+,651660.8,3905.75,N,40,0.12,1.919,0.54,1.00,101.82,COCA COLA CO,US,Fixed excl,SENIOR UNSECURED
u125,XS1314318301,"PROCTER & GAMBLE 1,125 02/11/2023",1.13,11/2/2023,"2,042,372.16","2,000,000.00",B,CAD,AA-,2079140,3636.99,N,40,-0.20,2.803,0.37,1.00,103.96,Procter & Gamble Co,US,Fixed excl,SENIOR UNSECURED
u125,ES0224261042,"CORES 1,5% 27.11.2022",1.50,11/27/2022,"998,000.64","1,000,000.00",B,BAC,A-,1034700,1397.26,N,40,-0.24,1.892,1.60,1.00,103.47,Cores,ES,Fixed excl,SENIOR UNSECURED
u125,XS1023703090,"ENI SPA 3,625%  01/29",3.63,1/29/2029,"1,125,549.41","1,000,000.00",B,CAE,A-,1270300,33377.73,N,40,0.61,7.111,1.93,1.00,127.03,ENI SpA,IT,Fixed excl,SENIOR UNSECURED
u125,XS1237271421,"MCDONALD'S CORP 1,875% 26.05.2027",1.88,5/26/2027,"803,139.41","800,000.00",B,CAD,BBB+,889584,9000,N,40,0.28,6.057,1.81,1.00,111.20,McDonalds Group,US,Fixed excl,SENIOR UNSECURED
u125,XS0306646042,"ENEL_SPA 5,625% 21.06.2027",5.63,6/21/2027,"1,242,683.01","1,006,000.00",B,CBA,BBB+,1363814.08,29921.61,N,40,0.49,5.635,1.75,1.00,135.57,Enel SpA,IT,Fixed excl,SENIOR UNSECURED
u125,BE6276040431,"ANHEUSER BUSCH INBEV 1,5 18/04/2030",1.50,4/18/2030,"2,802,445.51","3,000,000.00",B,CAD,BBB+,3349980,31684.93,N,40,0.34,8.719,2.29,1.00,111.67, ANHEUSER-BUSCH INBEV SA,BE,Fixed excl,SENIOR UNSECURED
u125,XS0989148209,"PROCTER & GAMBLE 2,0 5/11/2021",2.00,11/5/2021,"202,327.77","200,000.00",B,CAD,AA-,203966,613.7,N,40,0.02,0.844,0.62,1.00,101.98,Procter & Gamble Co,US,Fixed excl,SENIOR UNSECURED
u125,FR0011075043,"TRANSPORT ET INFRASTRUCTURE GF 4,339 7/07/2021",4.34,7/7/2021,"813,451.25","800,000.00",B,CBA,BBB,817472,16832.94,N,40,4.14,0.512,1.04,1.00,102.18,Transport Infra Gaz FR - TEREGA,FR,Fixed excl,SENIOR UNSECURED
u125,XS1290850707,"BANK OF AMERICA CORP 1,625% 14.09.2022",1.63,9/14/2022,"2,979,393.42","2,950,000.00",B,CCA,A,3043072.5,14184.25,N,40,0.05,1.686,1.03,1.00,103.16,BANK OF AMERICA,US,Fixed excl,SENIOR UNSECURED
u125,XS1178105851,"TERNA SPA 0,875% 02.02.2022",0.88,2/2/2022,"599,558.05","600,000.00",B,CBA,BBB+,607344,4776.64,N,40,0.48,1.079,0.94,1.00,101.22,Terna Rete Elettrica Nazionale SpA,IT,Fixed excl,SENIOR UNSECURED
u125,BE6243179650,"ANHEUSER-BUSCH  2,875% 25.09.2024",2.88,9/25/2024,"2,181,541.96","2,050,000.00",B,CAD,BBB+,2274290.5,15662.84,N,40,0.14,3.581,1.11,1.00,110.94, ANHEUSER-BUSCH INBEV SA,BE,Fixed excl,SENIOR UNSECURED
u125,ES0200002014,"ADIF ALTA VELOCIDAD 1,875% 22.09.2022",1.88,9/22/2022,"3,027,697.12","3,000,000.00",B,BAC,BBB,3115050,15410.96,N,40,-0.05,1.705,1.33,1.00,103.84,ADIF ALTA VELOCIDAD,ES,Fixed excl,SENIOR UNSECURED
u125,XS0972530561,"ASML HOLDING NV  3,375% 19.09.2023",3.38,9/19/2023,"1,876,039.75","1,796,000.00",B,CAD,A-,1971846.36,17105.05,N,40,0.12,2.624,1.68,1.00,109.79,ASML Holding N.V.,NL,Fixed excl,SENIOR UNSECURED
u125,IT0005156044,"INTESA SAN PAOLO SPA 1,375% 18.12.2025",1.38,12/18/2025,"2,988,501.93","3,000,000.00",B,DDA,AA-,3268800,1469.18,N,40,-0.40,4.837,1.46,1.00,108.96,Intesa Sanpaolo SpA,IT,Fixed excl,SENIOR SECURED
u125,ES0413320062,"DEUTSCHE_ESPAﾑOLA 1,125% 20.01.2023",1.13,1/20/2023,"1,996,798.35","2,000,000.00",B,DDA,AA+,2059120,21270.49,N,40,0.20,2.02,1.20,1.00,102.96,DEUTSCHE BANK S.A. ESPANOLA,ES,Fixed excl,SENIOR SECURED
u125,XS1372838679,"VODAFONE GROUP PLC 1,75% 25.08.2023",1.75,8/25/2023,"7,235,868.13","7,200,000.00",B,CAH,BBB,7558344,44186.3,N,40,0.10,2.597,1.56,1.00,104.98,Vodafone group PLC,GB,Fixed excl,SENIOR UNSECURED
u125,XS1032978345,"GOLDMAN SACHS 2,5% 18/10/2021",2.50,10/18/2021,"2,608,731.41","2,580,000.00",B,CCA,A-,2639107.8,13076.71,N,40,0.26,0.797,1.08,1.00,102.29,Goldman Sachs Group Inc/The,US,Fixed excl,SENIOR UNSECURED
u125,ES00000128C6,"ESTADO 2,9% 31.10.2046",2.90,10/31/2046,"4,093,947.10","4,000,000.00",B,A99,BBB+,5994800,19386.3,N,40,0.78,20.408,2.77,1.00,149.87,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u125,XS1346872580,"MONDELEZ INTERN 1,625% 20.01.2023",1.63,1/20/2023,"3,913,874.49","3,864,000.00",B,CAD,BBB,3996032.88,59358.85,N,40,0.70,2.006,0.99,1.00,103.42,Mondelez International,US,Fixed excl,SENIOR UNSECURED
u125,XS1240751062,"ELI LILLY 1,625% 02.06.2026",1.63,3/3/2026,"886,718.06","864,000.00",B,CAD,A,942684.48,8154.74,N,40,0.04,4.968,1.10,1.00,109.11,ELI LILLY & CO,US,Fixed excl,SENIOR UNSECURED
u125,XS1176079843,"ENEL FINANCE INTL NV 1,966%  27.01.2025",1.97,1/27/2025,"1,555,753.24","1,500,000.00",B,CBA,BBB+,1622445,27314.51,N,40,0.39,3.897,1.03,1.00,108.16,ENEL FINANCE INTL NV,NL,Fixed excl,SENIOR UNSECURED
u125,XS1401331753,"CARREFOUR SA 0,75% 26.04.2024",0.75,1/26/2024,"597,857.46","600,000.00",B,CAD,BBB,615450,3069.86,N,40,0.08,3.031,0.87,1.00,102.58,Carrefour SA,FR,Fixed excl,SENIOR UNSECURED
u125,XS1411405662,"SHELL_INTF 0,75% 12/05/2024",0.75,5/12/2024,"1,899,201.20","1,900,000.00",B,CAE,AA-,1962244,9096.58,N,40,-0.08,3.321,0.76,1.00,103.28,Shell International Finance BV,NL,Fixed excl,SENIOR UNSECURED
u125,XS1411401083,"SHELL_INTF 1,25% 12/05/2028",1.25,5/12/2028,"5,960,868.67","6,000,000.00",B,CAE,AA-,6533400,47876.71,N,40,0.14,7.051,1.34,1.00,108.89,Shell International Finance BV,NL,Fixed excl,SENIOR UNSECURED
u125,XS1425966287,"ENEL FINANCE INTL NV 1,375% 01/06/2026",1.38,6/1/2026,"1,486,177.99","1,500,000.00",B,CBA,BBB+,1610115,12035.96,N,40,0.16,5.229,1.55,1.00,107.34,ENEL FINANCE INTL NV,NL,Fixed excl,SENIOR UNSECURED
u125,XS0854746343,"CARLSBERG 2,625% 15/11/2022",2.63,11/15/2022,"1,551,468.99","1,500,000.00",B,CAD,BBB,1580310,4962.33,N,40,-0.05,1.846,0.77,1.00,105.35,Carlsberg A/S,DK,Fixed excl,SENIOR UNSECURED
u125,XS1071713470,"CARLB DC 2,5% 28/05/2024",2.50,2/28/2024,"5,860,647.23","5,600,000.00",B,CAD,BBB,6064800,83232.88,N,40,0.33,3.04,1.00,1.00,108.30,Carlsberg A/S,DK,Fixed excl,SENIOR UNSECURED
u125,XS1476654238,SHELL 0.375 15/02/20125,0.38,2/15/2025,"2,389,714.72","2,400,000.00",B,CAE,AA-,2456760,7868.85,N,40,-0.12,4.095,0.48,1.00,102.37,Shell International Finance BV,NL,Fixed excl,SENIOR UNSECURED
u125,FR0013201639,"SANOFI 0,5 13/01/2027",0.50,10/13/2026,"996,852.54","1,000,000.00",B,CAD,A+,1042450,4822.4,N,40,-0.15,5.691,0.56,1.00,104.25,SANOFI,FR,Fixed excl,SENIOR UNSECURED
u125,DE000CZ40LR5,"COMMERZBANK 0,5 13/09/2023",0.50,9/13/2023,"996,989.21","1,000,000.00",B,CCA,BBB,1016030,1493.15,N,40,-0.04,2.684,0.61,1.00,101.60,Commerzbank AG,DE,Fixed excl,SENIOR UNSECURED
u125,XS1492671158,"BP CM 0,83% 19/09/2024",0.83,6/19/2024,"1,000,026.07","1,000,000.00",B,CAE,A,1031390,2342.19,Y,40,-0.01,3.424,0.83,1.00,103.14,BP CAPITAL MARKETS PLC,GB,Fixed excl,SENIOR UNSECURED
u125,XS1493322355,"ENI SPA 0,625% 19/09/2024",0.63,9/19/2024,"1,579,100.62","1,600,000.00",B,CAE,A-,1643744,2806.54,N,40,-0.06,3.682,0.98,1.00,102.73,ENI SpA,IT,Fixed excl,SENIOR UNSECURED
u125,XS1128224703,"AIRBUS 2,125% 29/10/2029",2.13,10/29/2029,"1,168,129.72","1,000,000.00",B,CAB,A,1151710,3667.81,N,40,0.41,8.195,0.20,1.00,115.17,AIRBUS FINANCE BV,FR,Fixed excl,SENIOR UNSECURED
u125,XS1508912646,"ACEA SPA 1,0% 24/10/2026",1.00,7/24/2026,"990,579.12","1,000,000.00",B,CBA,BBB,1044640,1863.01,N,40,0.23,5.433,1.18,1.00,104.46,ACEA SPA,IT,Fixed excl,SENIOR UNSECURED
u125,XS1511787589,"MS 1,375 27/10/2026",1.38,10/27/2026,"994,495.20","1,000,000.00",B,CCA,A,1073290,2448.63,N,40,0.15,5.634,1.47,1.00,107.33,Morgan Stanley,US,Fixed excl,SENIOR UNSECURED
u125,FR0013217114,"ORANGE 0,875% 03/02/2027",0.88,11/3/2026,"997,375.67","1,000,000.00",B,CAF,BBB+,1055440,7937.16,N,40,0.06,5.683,0.92,1.00,105.54,ORANGE,FR,Fixed excl,SENIOR UNSECURED
u125,XS1513055555,"MERCK & CO 0,5% 02/11/2024",0.50,8/2/2024,"1,997,289.09","2,000,000.00",B,CAD,A+,2052980,1616.44,N,40,-0.21,3.561,0.54,1.00,102.65,MERCK & CO INC,US,Fixed excl,SENIOR UNSECURED
u125,FR0013216918,"DANONE SA 0,709% 03/11/24",0.71,8/3/2024,"6,365,774.94","6,400,000.00",B,CAD,BBB+,6625728,7210.43,N,40,-0.24,3.559,0.86,1.00,103.53,Groupe Danone SA,FR,Fixed excl,SENIOR UNSECURED
u125,ES00000128H5,"ESTADO 1,3% 31/10/26",1.30,10/31/2026,"14,539,380.62","14,700,000.00",B,A99,BBB+,16149126,31937.26,N,40,-0.33,5.66,1.50,1.00,109.86,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u125,ES0413211915,"BANCO BILBAO VIZCAYA ARG 0,625% 22/11/2026",0.88,11/22/2026,"4,292,756.43","4,300,000.00",B,DDA,AA+,4609944,4020.21,N,40,-0.32,5.773,0.90,1.00,107.21,Banco Bilbao Vizcaya Argentaria SA,ES,Fixed excl,SENIOR SECURED
u125,XS1527192485,HEINEKEN NV 29/01/2027,1.38,10/29/2026,"1,996,125.02","2,000,000.00",B,CAD,BBB+,2166960,25321.04,N,40,0.15,5.586,1.41,1.00,108.35,HEINEKEN NV,NL,Fixed excl,SENIOR UNSECURED
u125,XS1527126772,"BP CM 1,117% 25/01/2024",1.12,10/25/2023,"1,910,219.44","1,900,000.00",B,CAE,A,1969274,19773.34,N,40,0.19,2.758,0.92,1.00,103.65,BP CAPITAL MARKETS PLC,GB,Fixed excl,SENIOR UNSECURED
u125,XS1527556192,"ASML HOLDING NV 1,625% 28/05/2027",1.63,2/28/2027,"998,171.72","1,000,000.00",B,CAD,A-,1106340,9660.96,N,40,0.05,5.882,1.66,1.00,110.63,ASML Holding N.V.,NL,Fixed excl,SENIOR UNSECURED
u125,XS1529838085,"MS 1,00 02/12/22",1.00,12/2/2022,"499,508.47","500,000.00",B,CCA,A,511090,397.26,N,40,-0.11,1.908,1.05,1.00,102.22,Morgan Stanley,US,Fixed excl,SENIOR UNSECURED
u125,XS1405762805,"TELEKOM 1,50% 07/12/2026",1.50,12/7/2026,"1,991,537.39","2,000,000.00",B,CAH,BBB+,2176740,1972.6,N,40,0.03,5.731,1.58,1.00,108.84,Telekom Finanzmanagement GmbH,AT,Fixed excl,SENIOR UNSECURED
u125,XS0758420748,"HEINEKEN NV 3,5% 19/03/2024",3.50,3/19/2024,"3,791,127.05","3,500,000.00",B,CAD,BBB+,3914050,96321.92,N,40,0.64,3.032,0.86,1.00,111.83,HEINEKEN NV,NL,Fixed excl,SENIOR UNSECURED
u125,XS1555402145,"SNAM SPA 1,25% 25/01/2025",1.25,1/25/2025,"997,378.61","1,000,000.00",B,CAE,BBB+,1058840,11646.17,N,40,0.09,3.958,1.31,1.00,105.88,SNAM SPA,IT,Fixed excl,SENIOR UNSECURED
